  yyyymmdd   hhmmss      AZ           ALT         Dero          HA          DEC 
  20160714  105601.50   0.577086030  32.724500625  -142.820878533  -37.6273308  89.2641361
  20160714  105601.60   0.577080594  32.724504189  -142.821291930  -37.6269130  89.2641361
  20160714  105601.70   0.577075158  32.724507752  -142.821705328  -37.6264952  89.2641361
  20160714  105601.80   0.577069722  32.724511315  -142.822118725  -37.6260773  89.2641361
  20160714  105601.90   0.577064285  32.724514878  -142.822532123  -37.6256595  89.2641361
  20160714  105602.00   0.577058849  32.724518442  -142.822945520  -37.6252417  89.2641361
  20160714  105602.10   0.577053413  32.724522005  -142.823358917  -37.6248239  89.2641361
  20160714  105602.20   0.577047977  32.724525568  -142.823772315  -37.6244061  89.2641361
  20160714  105602.30   0.577042540  32.724529131  -142.824185712  -37.6239883  89.2641361
  20160714  105602.40   0.577037104  32.724532694  -142.824599109  -37.6235705  89.2641361
  20160714  105602.50   0.577031667  32.724536257  -142.825012507  -37.6231527  89.2641361
  20160714  105602.60   0.577026231  32.724539820  -142.825425904  -37.6227349  89.2641361
  20160714  105602.70   0.577020795  32.724543383  -142.825839301  -37.6223171  89.2641361
  20160714  105602.80   0.577015358  32.724546946  -142.826252699  -37.6218993  89.2641361
  20160714  105602.90   0.577009922  32.724550509  -142.826666096  -37.6214814  89.2641361
  20160714  105603.00   0.577004485  32.724554072  -142.827079493  -37.6210636  89.2641361
  20160714  105603.10   0.576999048  32.724557634  -142.827492890  -37.6206458  89.2641361
  20160714  105603.20   0.576993612  32.724561197  -142.827906287  -37.6202280  89.2641361
  20160714  105603.30   0.576988175  32.724564760  -142.828319684  -37.6198102  89.2641361
  20160714  105603.40   0.576982738  32.724568323  -142.828733082  -37.6193924  89.2641361
  20160714  105603.50   0.576977302  32.724571885  -142.829146479  -37.6189746  89.2641361
  20160714  105603.60   0.576971865  32.724575448  -142.829559876  -37.6185568  89.2641361
  20160714  105603.70   0.576966428  32.724579011  -142.829973273  -37.6181390  89.2641361
  20160714  105603.80   0.576960991  32.724582573  -142.830386670  -37.6177212  89.2641361
  20160714  105603.90   0.576955555  32.724586136  -142.830800067  -37.6173034  89.2641361
  20160714  105604.00   0.576950118  32.724589698  -142.831213464  -37.6168855  89.2641361
  20160714  105604.10   0.576944681  32.724593261  -142.831626861  -37.6164677  89.2641361
  20160714  105604.20   0.576939244  32.724596823  -142.832040258  -37.6160499  89.2641361
  20160714  105604.30   0.576933807  32.724600386  -142.832453655  -37.6156321  89.2641361
  20160714  105604.40   0.576928370  32.724603948  -142.832867052  -37.6152143  89.2641361
  20160714  105604.50   0.576922933  32.724607510  -142.833280449  -37.6147965  89.2641361
  20160714  105604.60   0.576917496  32.724611073  -142.833693845  -37.6143787  89.2641361
  20160714  105604.70   0.576912059  32.724614635  -142.834107242  -37.6139609  89.2641361
  20160714  105604.80   0.576906622  32.724618197  -142.834520639  -37.6135431  89.2641361
  20160714  105604.90   0.576901184  32.724621760  -142.834934036  -37.6131253  89.2641361
  20160714  105605.00   0.576895747  32.724625322  -142.835347433  -37.6127074  89.2641361
  20160714  105605.10   0.576890310  32.724628884  -142.835760830  -37.6122896  89.2641361
  20160714  105605.20   0.576884873  32.724632446  -142.836174226  -37.6118718  89.2641361
  20160714  105605.30   0.576879435  32.724636008  -142.836587623  -37.6114540  89.2641361
  20160714  105605.40   0.576873998  32.724639570  -142.837001020  -37.6110362  89.2641361
  20160714  105605.50   0.576868561  32.724643132  -142.837414417  -37.6106184  89.2641361
  20160714  105605.60   0.576863123  32.724646694  -142.837827813  -37.6102006  89.2641361
  20160714  105605.70   0.576857686  32.724650256  -142.838241210  -37.6097828  89.2641361
  20160714  105605.80   0.576852249  32.724653818  -142.838654607  -37.6093650  89.2641361
  20160714  105605.90   0.576846811  32.724657380  -142.839068003  -37.6089472  89.2641361
  20160714  105606.00   0.576841374  32.724660942  -142.839481400  -37.6085294  89.2641361
  20160714  105606.10   0.576835936  32.724664504  -142.839894797  -37.6081115  89.2641361
  20160714  105606.20   0.576830499  32.724668065  -142.840308193  -37.6076937  89.2641361
  20160714  105606.30   0.576825061  32.724671627  -142.840721590  -37.6072759  89.2641361
  20160714  105606.40   0.576819623  32.724675189  -142.841134986  -37.6068581  89.2641361
  20160714  105606.50   0.576814186  32.724678750  -142.841548383  -37.6064403  89.2641361
  20160714  105606.60   0.576808748  32.724682312  -142.841961779  -37.6060225  89.2641361
  20160714  105606.70   0.576803310  32.724685874  -142.842375176  -37.6056047  89.2641361
  20160714  105606.80   0.576797872  32.724689435  -142.842788572  -37.6051869  89.2641361
  20160714  105606.90   0.576792435  32.724692997  -142.843201969  -37.6047691  89.2641361
  20160714  105607.00   0.576786997  32.724696558  -142.843615365  -37.6043513  89.2641361
  20160714  105607.10   0.576781559  32.724700120  -142.844028762  -37.6039335  89.2641361
  20160714  105607.20   0.576776121  32.724703681  -142.844442158  -37.6035156  89.2641361
  20160714  105607.30   0.576770683  32.724707243  -142.844855554  -37.6030978  89.2641361
  20160714  105607.40   0.576765245  32.724710804  -142.845268951  -37.6026800  89.2641361
  20160714  105607.50   0.576759807  32.724714365  -142.845682347  -37.6022622  89.2641361
  20160714  105607.60   0.576754369  32.724717927  -142.846095744  -37.6018444  89.2641361
  20160714  105607.70   0.576748931  32.724721488  -142.846509140  -37.6014266  89.2641361
  20160714  105607.80   0.576743493  32.724725049  -142.846922536  -37.6010088  89.2641361
  20160714  105607.90   0.576738055  32.724728610  -142.847335932  -37.6005910  89.2641361
  20160714  105608.00   0.576732617  32.724732172  -142.847749329  -37.6001732  89.2641361
  20160714  105608.10   0.576727179  32.724735733  -142.848162725  -37.5997554  89.2641361
  20160714  105608.20   0.576721741  32.724739294  -142.848576121  -37.5993376  89.2641361
  20160714  105608.30   0.576716302  32.724742855  -142.848989517  -37.5989197  89.2641361
  20160714  105608.40   0.576710864  32.724746416  -142.849402913  -37.5985019  89.2641361
  20160714  105608.50   0.576705426  32.724749977  -142.849816310  -37.5980841  89.2641361
  20160714  105608.60   0.576699988  32.724753538  -142.850229706  -37.5976663  89.2641361
  20160714  105608.70   0.576694549  32.724757099  -142.850643102  -37.5972485  89.2641361
  20160714  105608.80   0.576689111  32.724760660  -142.851056498  -37.5968307  89.2641361
  20160714  105608.90   0.576683673  32.724764221  -142.851469894  -37.5964129  89.2641361
  20160714  105609.00   0.576678234  32.724767782  -142.851883290  -37.5959951  89.2641361
  20160714  105609.10   0.576672796  32.724771342  -142.852296686  -37.5955773  89.2641361
  20160714  105609.20   0.576667357  32.724774903  -142.852710082  -37.5951595  89.2641361
  20160714  105609.30   0.576661919  32.724778464  -142.853123478  -37.5947417  89.2641361
  20160714  105609.40   0.576656480  32.724782025  -142.853536874  -37.5943238  89.2641361
  20160714  105609.50   0.576651041  32.724785585  -142.853950270  -37.5939060  89.2641361
  20160714  105609.60   0.576645603  32.724789146  -142.854363666  -37.5934882  89.2641361
  20160714  105609.70   0.576640164  32.724792706  -142.854777062  -37.5930704  89.2641361
  20160714  105609.80   0.576634725  32.724796267  -142.855190458  -37.5926526  89.2641361
  20160714  105609.90   0.576629287  32.724799828  -142.855603854  -37.5922348  89.2641361
  20160714  105610.00   0.576623848  32.724803388  -142.856017250  -37.5918170  89.2641361
  20160714  105610.10   0.576618409  32.724806949  -142.856430646  -37.5913992  89.2641361
  20160714  105610.20   0.576612970  32.724810509  -142.856844041  -37.5909814  89.2641361
  20160714  105610.30   0.576607532  32.724814069  -142.857257437  -37.5905636  89.2641361
  20160714  105610.40   0.576602093  32.724817630  -142.857670833  -37.5901458  89.2641361
  20160714  105610.50   0.576596654  32.724821190  -142.858084229  -37.5897279  89.2641361
  20160714  105610.60   0.576591215  32.724824750  -142.858497625  -37.5893101  89.2641361
  20160714  105610.70   0.576585776  32.724828311  -142.858911020  -37.5888923  89.2641361
  20160714  105610.80   0.576580337  32.724831871  -142.859324416  -37.5884745  89.2641361
  20160714  105610.90   0.576574898  32.724835431  -142.859737812  -37.5880567  89.2641361
  20160714  105611.00   0.576569459  32.724838991  -142.860151207  -37.5876389  89.2641361
  20160714  105611.10   0.576564020  32.724842551  -142.860564603  -37.5872211  89.2641361
  20160714  105611.20   0.576558581  32.724846112  -142.860977999  -37.5868033  89.2641361
  20160714  105611.30   0.576553141  32.724849672  -142.861391394  -37.5863855  89.2641361
  20160714  105611.40   0.576547702  32.724853232  -142.861804790  -37.5859677  89.2641361
  20160714  105611.50   0.576542263  32.724856792  -142.862218186  -37.5855499  89.2641361
  20160714  105611.60   0.576536824  32.724860352  -142.862631581  -37.5851320  89.2641361
  20160714  105611.70   0.576531384  32.724863912  -142.863044977  -37.5847142  89.2641361
  20160714  105611.80   0.576525945  32.724867471  -142.863458372  -37.5842964  89.2641361
  20160714  105611.90   0.576520506  32.724871031  -142.863871768  -37.5838786  89.2641361
  20160714  105612.00   0.576515066  32.724874591  -142.864285163  -37.5834608  89.2641361
  20160714  105612.10   0.576509627  32.724878151  -142.864698559  -37.5830430  89.2641361
  20160714  105612.20   0.576504188  32.724881711  -142.865111954  -37.5826252  89.2641361
  20160714  105612.30   0.576498748  32.724885270  -142.865525350  -37.5822074  89.2641361
  20160714  105612.40   0.576493309  32.724888830  -142.865938745  -37.5817896  89.2641361
  20160714  105612.50   0.576487869  32.724892390  -142.866352140  -37.5813718  89.2641361
  20160714  105612.60   0.576482429  32.724895949  -142.866765536  -37.5809540  89.2641361
  20160714  105612.70   0.576476990  32.724899509  -142.867178931  -37.5805361  89.2641361
  20160714  105612.80   0.576471550  32.724903069  -142.867592327  -37.5801183  89.2641361
  20160714  105612.90   0.576466111  32.724906628  -142.868005722  -37.5797005  89.2641361
  20160714  105613.00   0.576460671  32.724910188  -142.868419117  -37.5792827  89.2641361
  20160714  105613.10   0.576455231  32.724913747  -142.868832512  -37.5788649  89.2641361
  20160714  105613.20   0.576449791  32.724917307  -142.869245908  -37.5784471  89.2641361
  20160714  105613.30   0.576444352  32.724920866  -142.869659303  -37.5780293  89.2641361
  20160714  105613.40   0.576438912  32.724924425  -142.870072698  -37.5776115  89.2641361
  20160714  105613.50   0.576433472  32.724927985  -142.870486093  -37.5771937  89.2641361
  20160714  105613.60   0.576428032  32.724931544  -142.870899489  -37.5767759  89.2641361
  20160714  105613.70   0.576422592  32.724935103  -142.871312884  -37.5763580  89.2641361
  20160714  105613.80   0.576417152  32.724938662  -142.871726279  -37.5759402  89.2641361
  20160714  105613.90   0.576411712  32.724942222  -142.872139674  -37.5755224  89.2641361
  20160714  105614.00   0.576406272  32.724945781  -142.872553069  -37.5751046  89.2641361
  20160714  105614.10   0.576400832  32.724949340  -142.872966464  -37.5746868  89.2641361
  20160714  105614.20   0.576395392  32.724952899  -142.873379859  -37.5742690  89.2641361
  20160714  105614.30   0.576389952  32.724956458  -142.873793254  -37.5738512  89.2641361
  20160714  105614.40   0.576384512  32.724960017  -142.874206649  -37.5734334  89.2641361
  20160714  105614.50   0.576379072  32.724963576  -142.874620045  -37.5730156  89.2641361
  20160714  105614.60   0.576373632  32.724967135  -142.875033440  -37.5725978  89.2641361
  20160714  105614.70   0.576368191  32.724970694  -142.875446835  -37.5721800  89.2641361
  20160714  105614.80   0.576362751  32.724974253  -142.875860229  -37.5717621  89.2641361
  20160714  105614.90   0.576357311  32.724977812  -142.876273624  -37.5713443  89.2641361
  20160714  105615.00   0.576351870  32.724981371  -142.876687019  -37.5709265  89.2641361
  20160714  105615.10   0.576346430  32.724984929  -142.877100414  -37.5705087  89.2641361
  20160714  105615.20   0.576340990  32.724988488  -142.877513809  -37.5700909  89.2641361
  20160714  105615.30   0.576335549  32.724992047  -142.877927204  -37.5696731  89.2641361
  20160714  105615.40   0.576330109  32.724995606  -142.878340599  -37.5692553  89.2641361
  20160714  105615.50   0.576324668  32.724999164  -142.878753994  -37.5688375  89.2641361
  20160714  105615.60   0.576319228  32.725002723  -142.879167389  -37.5684197  89.2641361
  20160714  105615.70   0.576313787  32.725006281  -142.879580783  -37.5680019  89.2641361
  20160714  105615.80   0.576308347  32.725009840  -142.879994178  -37.5675841  89.2641361
  20160714  105615.90   0.576302906  32.725013399  -142.880407573  -37.5671662  89.2641361
  20160714  105616.00   0.576297466  32.725016957  -142.880820968  -37.5667484  89.2641361
  20160714  105616.10   0.576292025  32.725020515  -142.881234362  -37.5663306  89.2641361
  20160714  105616.20   0.576286584  32.725024074  -142.881647757  -37.5659128  89.2641361
  20160714  105616.30   0.576281144  32.725027632  -142.882061152  -37.5654950  89.2641361
  20160714  105616.40   0.576275703  32.725031191  -142.882474546  -37.5650772  89.2641361
  20160714  105616.50   0.576270262  32.725034749  -142.882887941  -37.5646594  89.2641361
  20160714  105616.60   0.576264821  32.725038307  -142.883301336  -37.5642416  89.2641361
  20160714  105616.70   0.576259380  32.725041866  -142.883714730  -37.5638238  89.2641361
  20160714  105616.80   0.576253939  32.725045424  -142.884128125  -37.5634060  89.2641361
  20160714  105616.90   0.576248499  32.725048982  -142.884541519  -37.5629882  89.2641361
  20160714  105617.00   0.576243058  32.725052540  -142.884954914  -37.5625703  89.2641361
  20160714  105617.10   0.576237617  32.725056098  -142.885368309  -37.5621525  89.2641361
  20160714  105617.20   0.576232176  32.725059656  -142.885781703  -37.5617347  89.2641361
  20160714  105617.30   0.576226735  32.725063214  -142.886195098  -37.5613169  89.2641361
  20160714  105617.40   0.576221293  32.725066772  -142.886608492  -37.5608991  89.2641361
  20160714  105617.50   0.576215852  32.725070330  -142.887021886  -37.5604813  89.2641361
  20160714  105617.60   0.576210411  32.725073888  -142.887435281  -37.5600635  89.2641361
  20160714  105617.70   0.576204970  32.725077446  -142.887848675  -37.5596457  89.2641361
  20160714  105617.80   0.576199529  32.725081004  -142.888262070  -37.5592279  89.2641361
  20160714  105617.90   0.576194088  32.725084562  -142.888675464  -37.5588101  89.2641361
  20160714  105618.00   0.576188646  32.725088120  -142.889088859  -37.5583923  89.2641361
  20160714  105618.10   0.576183205  32.725091678  -142.889502253  -37.5579744  89.2641361
  20160714  105618.20   0.576177764  32.725095235  -142.889915647  -37.5575566  89.2641361
  20160714  105618.30   0.576172322  32.725098793  -142.890329041  -37.5571388  89.2641361
  20160714  105618.40   0.576166881  32.725102351  -142.890742436  -37.5567210  89.2641361
  20160714  105618.50   0.576161440  32.725105908  -142.891155830  -37.5563032  89.2641361
  20160714  105618.60   0.576155998  32.725109466  -142.891569224  -37.5558854  89.2641361
  20160714  105618.70   0.576150557  32.725113024  -142.891982619  -37.5554676  89.2641361
  20160714  105618.80   0.576145115  32.725116581  -142.892396013  -37.5550498  89.2641361
  20160714  105618.90   0.576139674  32.725120139  -142.892809407  -37.5546320  89.2641361
  20160714  105619.00   0.576134232  32.725123696  -142.893222801  -37.5542142  89.2641361
  20160714  105619.10   0.576128791  32.725127254  -142.893636195  -37.5537964  89.2641361
  20160714  105619.20   0.576123349  32.725130811  -142.894049589  -37.5533785  89.2641361
  20160714  105619.30   0.576117907  32.725134368  -142.894462984  -37.5529607  89.2641361
  20160714  105619.40   0.576112466  32.725137926  -142.894876378  -37.5525429  89.2641361
  20160714  105619.50   0.576107024  32.725141483  -142.895289772  -37.5521251  89.2641361
  20160714  105619.60   0.576101582  32.725145040  -142.895703166  -37.5517073  89.2641361
  20160714  105619.70   0.576096140  32.725148598  -142.896116560  -37.5512895  89.2641361
  20160714  105619.80   0.576090698  32.725152155  -142.896529954  -37.5508717  89.2641361
  20160714  105619.90   0.576085257  32.725155712  -142.896943348  -37.5504539  89.2641361
  20160714  105620.00   0.576079815  32.725159269  -142.897356742  -37.5500361  89.2641361
  20160714  105620.10   0.576074373  32.725162826  -142.897770136  -37.5496183  89.2641361
  20160714  105620.20   0.576068931  32.725166383  -142.898183530  -37.5492005  89.2641361
  20160714  105620.30   0.576063489  32.725169940  -142.898596924  -37.5487826  89.2641361
  20160714  105620.40   0.576058047  32.725173497  -142.899010318  -37.5483648  89.2641361
  20160714  105620.50   0.576052605  32.725177054  -142.899423711  -37.5479470  89.2641361
  20160714  105620.60   0.576047163  32.725180611  -142.899837105  -37.5475292  89.2641361
  20160714  105620.70   0.576041721  32.725184168  -142.900250499  -37.5471114  89.2641361
  20160714  105620.80   0.576036279  32.725187725  -142.900663893  -37.5466936  89.2641361
  20160714  105620.90   0.576030836  32.725191282  -142.901077287  -37.5462758  89.2641361
  20160714  105621.00   0.576025394  32.725194839  -142.901490681  -37.5458580  89.2641361
  20160714  105621.10   0.576019952  32.725198396  -142.901904074  -37.5454402  89.2641361
  20160714  105621.20   0.576014510  32.725201952  -142.902317468  -37.5450224  89.2641361
  20160714  105621.30   0.576009067  32.725205509  -142.902730862  -37.5446046  89.2641361
  20160714  105621.40   0.576003625  32.725209066  -142.903144256  -37.5441867  89.2641361
  20160714  105621.50   0.575998183  32.725212622  -142.903557649  -37.5437689  89.2641361
  20160714  105621.60   0.575992740  32.725216179  -142.903971043  -37.5433511  89.2641361
  20160714  105621.70   0.575987298  32.725219735  -142.904384437  -37.5429333  89.2641361
  20160714  105621.80   0.575981856  32.725223292  -142.904797830  -37.5425155  89.2641361
  20160714  105621.90   0.575976413  32.725226849  -142.905211224  -37.5420977  89.2641361
  20160714  105622.00   0.575970971  32.725230405  -142.905624618  -37.5416799  89.2641361
  20160714  105622.10   0.575965528  32.725233961  -142.906038011  -37.5412621  89.2641361
  20160714  105622.20   0.575960085  32.725237518  -142.906451405  -37.5408443  89.2641361
  20160714  105622.30   0.575954643  32.725241074  -142.906864798  -37.5404265  89.2641361
  20160714  105622.40   0.575949200  32.725244631  -142.907278192  -37.5400086  89.2641361
  20160714  105622.50   0.575943758  32.725248187  -142.907691585  -37.5395908  89.2641361
  20160714  105622.60   0.575938315  32.725251743  -142.908104979  -37.5391730  89.2641361
  20160714  105622.70   0.575932872  32.725255299  -142.908518372  -37.5387552  89.2641361
  20160714  105622.80   0.575927429  32.725258856  -142.908931766  -37.5383374  89.2641361
  20160714  105622.90   0.575921987  32.725262412  -142.909345159  -37.5379196  89.2641361
  20160714  105623.00   0.575916544  32.725265968  -142.909758553  -37.5375018  89.2641361
  20160714  105623.10   0.575911101  32.725269524  -142.910171946  -37.5370840  89.2641361
  20160714  105623.20   0.575905658  32.725273080  -142.910585339  -37.5366662  89.2641361
  20160714  105623.30   0.575900215  32.725276636  -142.910998733  -37.5362484  89.2641361
  20160714  105623.40   0.575894772  32.725280192  -142.911412126  -37.5358306  89.2641361
  20160714  105623.50   0.575889329  32.725283748  -142.911825519  -37.5354127  89.2641361
  20160714  105623.60   0.575883886  32.725287304  -142.912238913  -37.5349949  89.2641361
  20160714  105623.70   0.575878443  32.725290860  -142.912652306  -37.5345771  89.2641361
  20160714  105623.80   0.575873000  32.725294416  -142.913065699  -37.5341593  89.2641361
  20160714  105623.90   0.575867557  32.725297972  -142.913479093  -37.5337415  89.2641361
  20160714  105624.00   0.575862114  32.725301527  -142.913892486  -37.5333237  89.2641361
  20160714  105624.10   0.575856671  32.725305083  -142.914305879  -37.5329059  89.2641361
  20160714  105624.20   0.575851227  32.725308639  -142.914719272  -37.5324881  89.2641361
  20160714  105624.30   0.575845784  32.725312195  -142.915132665  -37.5320703  89.2641361
  20160714  105624.40   0.575840341  32.725315750  -142.915546059  -37.5316525  89.2641361
  20160714  105624.50   0.575834898  32.725319306  -142.915959452  -37.5312347  89.2641361
  20160714  105624.60   0.575829454  32.725322862  -142.916372845  -37.5308168  89.2641361
  20160714  105624.70   0.575824011  32.725326417  -142.916786238  -37.5303990  89.2641361
  20160714  105624.80   0.575818568  32.725329973  -142.917199631  -37.5299812  89.2641361
  20160714  105624.90   0.575813124  32.725333528  -142.917613024  -37.5295634  89.2641361
  20160714  105625.00   0.575807681  32.725337084  -142.918026417  -37.5291456  89.2641361
  20160714  105625.10   0.575802237  32.725340639  -142.918439810  -37.5287278  89.2641361
  20160714  105625.20   0.575796794  32.725344194  -142.918853203  -37.5283100  89.2641361
  20160714  105625.30   0.575791350  32.725347750  -142.919266596  -37.5278922  89.2641361
  20160714  105625.40   0.575785907  32.725351305  -142.919679989  -37.5274744  89.2641361
  20160714  105625.50   0.575780463  32.725354860  -142.920093382  -37.5270566  89.2641361
  20160714  105625.60   0.575775019  32.725358416  -142.920506775  -37.5266388  89.2641361
  20160714  105625.70   0.575769576  32.725361971  -142.920920168  -37.5262209  89.2641361
  20160714  105625.80   0.575764132  32.725365526  -142.921333561  -37.5258031  89.2641361
  20160714  105625.90   0.575758688  32.725369081  -142.921746954  -37.5253853  89.2641361
  20160714  105626.00   0.575753245  32.725372636  -142.922160347  -37.5249675  89.2641361
  20160714  105626.10   0.575747801  32.725376192  -142.922573739  -37.5245497  89.2641361
  20160714  105626.20   0.575742357  32.725379747  -142.922987132  -37.5241319  89.2641361
  20160714  105626.30   0.575736913  32.725383302  -142.923400525  -37.5237141  89.2641361
  20160714  105626.40   0.575731469  32.725386857  -142.923813918  -37.5232963  89.2641361
  20160714  105626.50   0.575726025  32.725390412  -142.924227310  -37.5228785  89.2641361
  20160714  105626.60   0.575720581  32.725393967  -142.924640703  -37.5224607  89.2641361
  20160714  105626.70   0.575715137  32.725397521  -142.925054096  -37.5220429  89.2641361
  20160714  105626.80   0.575709693  32.725401076  -142.925467489  -37.5216250  89.2641361
  20160714  105626.90   0.575704249  32.725404631  -142.925880881  -37.5212072  89.2641361
  20160714  105627.00   0.575698805  32.725408186  -142.926294274  -37.5207894  89.2641361
  20160714  105627.10   0.575693361  32.725411741  -142.926707667  -37.5203716  89.2641361
  20160714  105627.20   0.575687917  32.725415295  -142.927121059  -37.5199538  89.2641361
  20160714  105627.30   0.575682473  32.725418850  -142.927534452  -37.5195360  89.2641361
  20160714  105627.40   0.575677029  32.725422405  -142.927947844  -37.5191182  89.2641361
  20160714  105627.50   0.575671585  32.725425959  -142.928361237  -37.5187004  89.2641361
  20160714  105627.60   0.575666140  32.725429514  -142.928774630  -37.5182826  89.2641361
  20160714  105627.70   0.575660696  32.725433069  -142.929188022  -37.5178648  89.2641361
  20160714  105627.80   0.575655252  32.725436623  -142.929601415  -37.5174470  89.2641361
  20160714  105627.90   0.575649807  32.725440178  -142.930014807  -37.5170291  89.2641361
  20160714  105628.00   0.575644363  32.725443732  -142.930428200  -37.5166113  89.2641361
  20160714  105628.10   0.575638918  32.725447286  -142.930841592  -37.5161935  89.2641361
  20160714  105628.20   0.575633474  32.725450841  -142.931254985  -37.5157757  89.2641361
  20160714  105628.30   0.575628030  32.725454395  -142.931668377  -37.5153579  89.2641361
  20160714  105628.40   0.575622585  32.725457949  -142.932081769  -37.5149401  89.2641361
  20160714  105628.50   0.575617141  32.725461504  -142.932495162  -37.5145223  89.2641361
  20160714  105628.60   0.575611696  32.725465058  -142.932908554  -37.5141045  89.2641361
  20160714  105628.70   0.575606251  32.725468612  -142.933321946  -37.5136867  89.2641361
  20160714  105628.80   0.575600807  32.725472166  -142.933735339  -37.5132689  89.2641361
  20160714  105628.90   0.575595362  32.725475721  -142.934148731  -37.5128511  89.2641361
  20160714  105629.00   0.575589917  32.725479275  -142.934562123  -37.5124332  89.2641361
  20160714  105629.10   0.575584473  32.725482829  -142.934975516  -37.5120154  89.2641361
  20160714  105629.20   0.575579028  32.725486383  -142.935388908  -37.5115976  89.2641361
  20160714  105629.30   0.575573583  32.725489937  -142.935802300  -37.5111798  89.2641361
  20160714  105629.40   0.575568138  32.725493491  -142.936215692  -37.5107620  89.2641361
  20160714  105629.50   0.575562693  32.725497045  -142.936629085  -37.5103442  89.2641361
  20160714  105629.60   0.575557249  32.725500599  -142.937042477  -37.5099264  89.2641361
  20160714  105629.70   0.575551804  32.725504153  -142.937455869  -37.5095086  89.2641361
  20160714  105629.80   0.575546359  32.725507707  -142.937869261  -37.5090908  89.2641361
  20160714  105629.90   0.575540914  32.725511260  -142.938282653  -37.5086730  89.2641361
  20160714  105630.00   0.575535469  32.725514814  -142.938696045  -37.5082552  89.2641361
  20160714  105630.10   0.575530024  32.725518368  -142.939109437  -37.5078373  89.2641361
  20160714  105630.20   0.575524579  32.725521922  -142.939522829  -37.5074195  89.2641361
  20160714  105630.30   0.575519133  32.725525475  -142.939936221  -37.5070017  89.2641361
  20160714  105630.40   0.575513688  32.725529029  -142.940349613  -37.5065839  89.2641361
  20160714  105630.50   0.575508243  32.725532583  -142.940763005  -37.5061661  89.2641361
  20160714  105630.60   0.575502798  32.725536136  -142.941176397  -37.5057483  89.2641361
  20160714  105630.70   0.575497353  32.725539690  -142.941589789  -37.5053305  89.2641361
  20160714  105630.80   0.575491908  32.725543243  -142.942003181  -37.5049127  89.2641361
  20160714  105630.90   0.575486462  32.725546797  -142.942416573  -37.5044949  89.2641361
  20160714  105631.00   0.575481017  32.725550350  -142.942829965  -37.5040771  89.2641361
  20160714  105631.10   0.575475572  32.725553904  -142.943243357  -37.5036592  89.2641361
  20160714  105631.20   0.575470126  32.725557457  -142.943656749  -37.5032414  89.2641361
  20160714  105631.30   0.575464681  32.725561010  -142.944070141  -37.5028236  89.2641361
  20160714  105631.40   0.575459235  32.725564564  -142.944483533  -37.5024058  89.2641361
  20160714  105631.50   0.575453790  32.725568117  -142.944896924  -37.5019880  89.2641361
  20160714  105631.60   0.575448344  32.725571670  -142.945310316  -37.5015702  89.2641361
  20160714  105631.70   0.575442899  32.725575223  -142.945723708  -37.5011524  89.2641361
  20160714  105631.80   0.575437453  32.725578777  -142.946137100  -37.5007346  89.2641361
  20160714  105631.90   0.575432008  32.725582330  -142.946550492  -37.5003168  89.2641361
  20160714  105632.00   0.575426562  32.725585883  -142.946963883  -37.4998990  89.2641361
  20160714  105632.10   0.575421116  32.725589436  -142.947377275  -37.4994812  89.2641361
  20160714  105632.20   0.575415671  32.725592989  -142.947790667  -37.4990633  89.2641361
  20160714  105632.30   0.575410225  32.725596542  -142.948204058  -37.4986455  89.2641361
  20160714  105632.40   0.575404779  32.725600095  -142.948617450  -37.4982277  89.2641361
  20160714  105632.50   0.575399333  32.725603648  -142.949030842  -37.4978099  89.2641361
  20160714  105632.60   0.575393888  32.725607201  -142.949444233  -37.4973921  89.2641361
  20160714  105632.70   0.575388442  32.725610754  -142.949857625  -37.4969743  89.2641361
  20160714  105632.80   0.575382996  32.725614306  -142.950271016  -37.4965565  89.2641361
  20160714  105632.90   0.575377550  32.725617859  -142.950684408  -37.4961387  89.2641361
  20160714  105633.00   0.575372104  32.725621412  -142.951097799  -37.4957209  89.2641361
  20160714  105633.10   0.575366658  32.725624965  -142.951511191  -37.4953031  89.2641361
  20160714  105633.20   0.575361212  32.725628518  -142.951924583  -37.4948853  89.2641361
  20160714  105633.30   0.575355766  32.725632070  -142.952337974  -37.4944674  89.2641361
  20160714  105633.40   0.575350320  32.725635623  -142.952751365  -37.4940496  89.2641361
  20160714  105633.50   0.575344874  32.725639175  -142.953164757  -37.4936318  89.2641361
  20160714  105633.60   0.575339428  32.725642728  -142.953578148  -37.4932140  89.2641361
  20160714  105633.70   0.575333981  32.725646281  -142.953991540  -37.4927962  89.2641361
  20160714  105633.80   0.575328535  32.725649833  -142.954404931  -37.4923784  89.2641361
  20160714  105633.90   0.575323089  32.725653386  -142.954818322  -37.4919606  89.2641361
  20160714  105634.00   0.575317643  32.725656938  -142.955231714  -37.4915428  89.2641361
  20160714  105634.10   0.575312196  32.725660490  -142.955645105  -37.4911250  89.2641361
  20160714  105634.20   0.575306750  32.725664043  -142.956058496  -37.4907072  89.2641361
  20160714  105634.30   0.575301304  32.725667595  -142.956471888  -37.4902894  89.2641361
  20160714  105634.40   0.575295857  32.725671147  -142.956885279  -37.4898715  89.2641361
  20160714  105634.50   0.575290411  32.725674700  -142.957298670  -37.4894537  89.2641361
  20160714  105634.60   0.575284965  32.725678252  -142.957712062  -37.4890359  89.2641361
